Show_Id,Type,Title,Director,Cast,Country,Date_Added,Release_Year,Rating,Duration,Listed_In,Description
S2236,Tv Show,Dark Desire,,"Maite Perroni, Erik Hayser, Alejandro Speitzer, María Fernanda Yepes, Jorge Poza, Regina Pavón, Paulina Matos, Leticia Huijara, Claudia Pineda, Esteban Soberanes, Claudia Ríos, Samantha Orozco, Fabián Merlo, Eligio Meléndez, Carmen Beato, Carlos Torres, Toño Valdés",Mexico,"July 15, 2020",2020,Tv-Ma,1 Season,"Crime Tv Shows, International Tv Shows, Spanish-Language Tv Shows","Married Alma Spends A Fateful Weekend Away From Home That Ignites Passion, Ends In Tragedy And Leads Her To Question The Truth About Those Close To Her."
S2237,Movie,Little Singham: Legend Of Dugabakka,,,,"July 15, 2020",2020,Tv-Y7,68 Min,"Children & Family Movies, Comedies","As Fears Rise Over A Ghost Known For Nighttime Abductions, Mirchi Nagar Residents Look To The Only Person They Know Can Save Them: Little Singham!"
S2238,Tv Show,Skin Decision: Before And After,,,United States,"July 15, 2020",2020,Tv-Ma,1 Season,"Reality Tv, Science & Nature Tv",Skin And Beauty Expert Nurse Jamie And Plastic Surgeon Dr. Sheila Nazarian Use The Latest Procedures To Bring Out Their Clients' Best Selves.
S2239,Tv Show,Sunny Bunnies,,"Svetlana Tsimokhina, Dmitri Davidovich",Belarus,"July 15, 2020",2016,Tv-Y,2 Seasons,"British Tv Shows, Kids' Tv, Tv Comedies","Furry Little Bunnies Hop Through Wild Adventures As They Find Solutions, Fun And Sometimes Mischief Wherever There Is Light."
S2240,Movie,Sylvia,Daniel Oriahi,"Chris Attoh, Zainab Balogun, Ini Dima-Okojie, Udoka Onyeka, Lord Frank, Bolaji Ogunmola, Ijeoma Grace Agu, Omotunde Adebowale David",Nigeria,"July 15, 2020",2018,Tv-14,104 Min,"Dramas, International Movies, Thrillers","When A Man Outgrows A Childhood Friendship And Commits To Marrying His Girlfriend, Obsession And Spiritual Warfare Soon Disrupt His Peaceful Life."
S2241,Movie,The Players,Stefano Mordini,"Valerio Mastandrea, Riccardo Scamarcio, Laura Chiatti, Valentina Cervi, Marina Foïs, Euridice Axen, Massimiliano Gallo, Alessia Giuliani",Italy,"July 15, 2020",2020,Tv-Ma,89 Min,"Comedies, International Movies","From Campy Lies To Sexy Surprises, This Collection Of Vignettes Captures The Follies Of Several Men As They Fumble With Fidelity And Relationships."
S2242,Tv Show,The Business Of Drugs,,Amaryllis Fox,United States,"July 14, 2020",2020,Tv-Ma,1 Season,Docuseries,"To Understand The Origins And True Impact Of The Business Of Drugs, A Former Cia Analyst Investigates The Economics Of Six Illicit Substances."
S2243,Movie,Urzila Carlson: Overqualified Loser,Hayden Guppy,Urzila Carlson,Australia,"July 14, 2020",2020,Tv-Ma,62 Min,Stand-Up Comedy,"Stand-Up Comedian Urzila Carlson Keeps The Crowd Roaring With Her Thoughts On Recasting ""The Biggest Loser,"" Sex Tape Regrets And Boxed Wine Hangovers."
S2244,Movie,We Are One,Stéphane De Freitas,,France,"July 14, 2020",2020,Tv-Ma,86 Min,"Documentaries, International Movies, Music & Musicals","Activists Around The World Fight Injustice And Drive Social Change In This Documentary That Follows Their Participation In The Music Video ""Solidarité."""
S2245,Movie,Hole In The Wall,"André Odendaal, Johan Vorster","André Odendaal, Nicholas Campbell, Tinarie Van Wyk Loots, Bheki Mkwane, Susan Coetzer, Botho Molohloane, Anna Davel, Nomboniso Paile, Dania Gelderblom, Hamish Kyd",South Africa,"July 11, 2020",2016,Tv-Ma,104 Min,"Dramas, International Movies","Diagnosed With Colon Cancer, A Free-Spirited Man Embarks On An Illuminating Road Trip With His Son Through South Africa."
S2246,Tv Show,Dating Around: Brazil,Cassia Dian,,Brazil,"July 10, 2020",2020,Tv-14,1 Season,"International Tv Shows, Reality Tv, Romantic Tv Shows","In This Reality Show, Six Singles Meet Five Different Blind Dates At Trendy Urban Hot Spots In Brazil. Who Will They Choose For A Second Outing?"
S2247,Tv Show,Down To Earth With Zac Efron,,"Zac Efron, Darin Olien",United States,"July 10, 2020",2020,Tv-Pg,1 Season,"Docuseries, Reality Tv, Science & Nature Tv","Actor Zac Efron Journeys Around The World With Wellness Expert Darin Olien In A Travel Show That Explores Healthy, Sustainable Ways To Live."
S2248,Movie,Mama's Boy,Amro Salah,"Hesham Maged, Shikoo, Mohammed Tharwat, Mahmoud Ellisy, Ahmed Sultan, Noor Kadri",Egypt,"July 10, 2020",2018,Tv-14,101 Min,"Comedies, International Movies",A Man Undergoes A Heart Transplant Following A Serious Injury And Begins To Take On Some Of The Donor's Motherly Characteristics.
S2249,Movie,The Claudia Kishi Club,Sue Ding,,United States,"July 10, 2020",2020,Tv-14,17 Min,Documentaries,"Asian American Creatives Pay Passionate Tribute To The Iconic, Stereotype-Busting ""Baby-Sitters Club"" Character In This Heartfelt Documentary Short."
S2250,Tv Show,The Epic Tales Of Captain Underpants In Space,,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Jorge Diaz, Peter Hastings, Evan Kishiyama, David Koechner, Erica Luttrell, Brennan Murray, Nolan North, Gary Anthony Williams, Secunda Wood",United States,"July 10, 2020",2020,Tv-Y7,1 Season,"Kids' Tv, Tv Action & Adventure, Tv Comedies",Best Friends George And Harold — Along With Their Classmates And Tyrannical Principal — Are Recruited For A Mysterious Mission In Outer Space.
S2251,Movie,The Old Guard,Gina Prince-Bythewood,"Charlize Theron, Kiki Layne, Marwan Kenzari, Luca Marinelli, Harry Melling, Van Veronica Ngo, Matthias Schoenaerts, Chiwetel Ejiofor",United States,"July 10, 2020",2020,R,126 Min,Action & Adventure,Four Undying Warriors Who've Secretly Protected Humanity For Centuries Become Targeted For Their Mysterious Powers Just As They Discover A New Immortal.
S2252,Tv Show,The Twelve,Wouter Bouvijn,"Maaike Neuville, Charlotte De Bruyne, Tom Vermeir, Mieke De Groote, Johan Heldenbergh, Zouzou Ben Chikha, Peter Gorissen, Piet De Praitere, Maaike Cafmeyer, Josse De Pauw, Greet Verstraete, Koen De Sutter, Isabelle Van Hecke, Lynn Van Royen",Belgium,"July 10, 2020",2019,Tv-Ma,1 Season,"Crime Tv Shows, International Tv Shows, Tv Dramas",Twelve Jurors — Ordinary People With Struggles Of Their Own — Must Decide The Case Of A Woman Accused Of Killing Her Best Friend And Her Own Daughter.
S2253,Movie,Your Excellency,Funke Akindele,"Akin Lewis, Funke Akindele, Kemi Lala Akindoju, Shaffy Bello, Kunle Coker, Eku Edewor, Alexx Ekubo, Osas Ighodaro Ajibade, Seyi Law, Falz, Chigul, Deyemi Okanlawon, Beverly Osu, Toni Tones, Christian Paul, Bimbo Manuel, Helen Paul",,"July 10, 2020",2019,Tv-G,120 Min,"Comedies, International Movies","Bumbling Through Politics, A Billionaire Businessman's Presidential Campaign Seems Destined For Disaster Until It Gets A Boost From Social Media."
S2254,Tv Show,Japan Sinks: 2020,,"Reina Ueda, Tomo Muranaka, Yuko Sasaki, Masaki Terasoma, Hiroyuki Yoshino, Kensho Ono",Japan,"July 9, 2020",2020,Tv-Ma,1 Season,"Anime Series, International Tv Shows","After Catastrophic Earthquakes Devastate Japan, One Family's Resolve Is Tested On A Journey Of Survival Through The Sinking Archipelago."
S2255,Tv Show,The Protector,,"Çağatay Ulusoy, Ayça Ayşin Turan, Hazar Ergüçlü, Okan Yalabık, Mehmet Kurtuluş, Yurdaer Okur",Turkey,"July 9, 2020",2020,Tv-Ma,4 Seasons,"International Tv Shows, Romantic Tv Shows, Tv Action & Adventure","Discovering His Ties To A Secret Ancient Order, A Young Man Living In Modern Istanbul Embarks On A Quest To Save The City From An Immortal Enemy."
S2256,Tv Show,Was It Love?,,"Song Ji-Hyo, Son Ho-Jun, Song Jong-Ho, Koo Ja-Sung, Kim Min-Jun, Kim Da-Som, Kim Mee-Kyung, Um Chae-Young, Kim Young-Ah, Kim Byung-Choon",South Korea,"July 9, 2020",2020,Tv-14,1 Season,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows","When Four Very Different Men Appear In Her Life, A Single Mother Who Hasn't Dated In Years Begins To Rediscover Love — And Herself."
S2257,Movie,Born Racer,Bryn Evans,Scott Dixon,New Zealand,"July 8, 2020",2018,R,89 Min,"Documentaries, Sports Movies","In This All-Access Pass, Indycar Champion Scott Dixon And His Team Navigate The Risks On The Road In The Quest To Win It All."
S2258,Movie,Mucho Mucho Amor: The Legend Of Walter Mercado,"Cristina Costantini, Kareem Tabsch",Walter Mercado,United States,"July 8, 2020",2020,Tv-14,96 Min,"Documentaries, Lgbtq Movies","Dazzling And Tender-Hearted, Legendary Astrologer Walter Mercado Vanished At The Peak Of His Fame. This Documentary Poignantly Explains What Happened."
S2259,Tv Show,Stateless,,"Yvonne Strahovski, Jai Courtney, Cate Blanchett, Asher Keddie, Fayssal Bazzi, Dominic West",Australia,"July 8, 2020",2020,Tv-Ma,1 Season,"International Tv Shows, Tv Dramas","Four Strangers — A Woman On The Run, A Brave Refugee, A Driven Bureaucrat And A Struggling Dad — Intersect At An Australian Immigration Detention Center."
S2260,Movie,The Long Dumb Road,Hannah Fidell,"Tony Revolori, Jason Mantzoukas, Taissa Farmiga, Grace Gummer, Ciara Bravo, Casey Wilson, Pamela Reed, Ron Livingston",United States,"July 8, 2020",2018,R,91 Min,"Comedies, Independent Movies","Bound For Art School, A Sheltered Student Gets Roped Into The Antics Of A Freewheeling Mechanic Who Hitches A Ride After Fixing His Car."
S2261,Movie,Dr. Seuss' The Lorax,"Chris Renaud, Kyle Balda","Danny Devito, Ed Helms, Taylor Swift, Zac Efron, Betty White, Rob Riggle, Jenny Slate, Nasim Pedrad, Joel Swetow, Michael Beattie, Stephen Tobolowsky","United States, France","July 7, 2020",2012,Pg,86 Min,Children & Family Movies,The Forest-Dwelling Lorax Has To Stop The Short-Sighted Once-Ler From Ruining The Environment For Profit In This Adaptation Of The Dr. Seuss Classic.
S2262,Movie,Jim Jefferies: Intolerant,Scott Zabielski,Jim Jefferies,,"July 7, 2020",2020,Tv-Ma,67 Min,Stand-Up Comedy,"Between Scenes From An Excruciating Date, Jim Jefferies Digs Into Generational Differences, His Own Bad Habits And The Shifting Boundaries In Comedy."
S2263,Movie,A Kid From Coney Island,"Coodie, Chike",Stephon Marbury,"United States, China","July 6, 2020",2019,Tv-Ma,89 Min,"Documentaries, Sports Movies","From Gifted Athlete To Professional Nba Hooper, Coney Island's Stephon Marbury Navigates The Pressures, Pitfalls And Peaks Of His Basketball Journey."
S2264,Movie,Pnl - Dans La Légende Tour,Qlf,Pnl,,"July 6, 2020",2020,Tv-Ma,65 Min,"International Movies, Music & Musicals","French Rap Duo Pnl Deliver Hypnotic Visuals And Perform Popular Tracks From Their Album ""Dans La Légende"" And More At The Bercy Arena In Paris."
S2265,Movie,Aiyyaa,Sachin Kundalkar,"Rani Mukerji, Prithviraj Sukumaran, Nirmiti Sawant, Subodh Bhave, Jyoti Subhash, Satish Alekar, Anita Date, Amey Wagh, Kishori Balal, Pakoda Pandi",India,"July 5, 2020",2012,Tv-14,151 Min,"Comedies, International Movies, Music & Musicals","An Outspoken, Imaginative Girl From A Conservative Family Pursues Her Dream Man While Fending Off The Prospect Of An Arranged Marriage."
S2266,Movie,Bbuddah Hoga Terra Baap,Puri Jagannadh,"Amitabh Bachchan, Hema Malini, Raveena Tandon, Sonu Sood, Sonal Chauhan, Charmy Kaur, Prakash Raj, Makrand Deshpande, Subbaraju, Shawar Ali, Rajeev Verma",India,"July 5, 2020",2011,Tv-14,116 Min,"Action & Adventure, Comedies, Dramas","A Cooly Confident Aging Hit Man Returns From Exile In Paris To His Old City, Mumbai, To Revisit His Past And Perform One Last Job."
S2267,Movie,Blood Money,Vishal Mahadkar,"Manish Chaudhary, Kunal Kemmu, Amrita Puri, Shekar Shukla, Teeshay, Mia Evonne Uyeda",India,"July 5, 2020",2012,Tv-14,110 Min,"Dramas, International Movies, Romantic Movies","Ambitious Kunal Takes A Job In The Diamond Business, But His Life Is Thrown Into Turmoil When He's Drawn Into The Seedy Underworld Of His New Career."
S2268,Movie,Bombay Talkies,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar","Rani Mukerji, Randeep Hooda, Saqib Saleem, Nawazuddin Siddiqui, Sadashiv Amrapurkar, Amitabh Bachchan, Ranvir Shorey, Katrina Kaif, Diana Penty",India,"July 5, 2020",2013,Tv-Ma,123 Min,"Dramas, International Movies","A Gay Man Deals With His Sexuality, A Struggling Actor Has An Epiphany, A Boy Becomes A Dancer, And A Man Tries To Fulfill His Father's Dying Wish."
S2269,Movie,Boss,Anthony D'souza,"Akshay Kumar, Ronit Roy, Shiv Pandit, Mithun Chakraborty, Johny Lever, Aditi Rao Hydari, Danny Denzongpa, Govind Namdeo, Parikshat Sahni, Aakash Dabhade",India,"July 5, 2020",2013,Tv-14,139 Min,"Action & Adventure, Comedies, Dramas","Disowned By His Father As A Boy, Surya Is Taken In By A Crime Boss. When His Brother Shiv Is Wrongly Imprisoned, His Father Pleads For Surya's Help."
S2270,Movie,Budhia Singh: Born To Run,Soumendra Padhi,"Manoj Bajpayee, Mayur Mahendra Patole, Tillotama Shome, Shruti Marathe, Chhaya Kadam, Gajraj Rao",India,"July 5, 2020",2016,Tv-Ma,95 Min,"Dramas, Independent Movies, International Movies","In This Thought-Provoking Biopic, An Idealistic Judo Trainer Adopts A Boy From The Slums And Grooms Him Into The World's Youngest Marathon Runner."
S2271,Movie,Chashme Baddoor,David Dhawan,"Rishi Kapoor, Ali Zafar, Taapsee Pannu, Siddharth, Divyendu Sharma, Anupam Kher, Bharati Achrekar, Lillete Dubey, Ayaz Khan",India,"July 5, 2020",2013,Tv-14,121 Min,"Comedies, International Movies, Music & Musicals","When Pretty New Neighbor Seema Falls For Their Shy Roommate Sid, Jealous Womanizers Omi And Jai Plot To Break Up The New Lovebirds."
S2272,Movie,Dharam Sankat Mein,Fuwad Khan,"Paresh Rawal, Annu Kapoor, Alka Badola Kaushal, Auritra Ghosh, Naseeruddin Shah, Manoj Raghubir Sharma, Rushita Pandya, Murli Sharma",India,"July 5, 2020",2015,Tv-Pg,127 Min,"Comedies, Dramas, International Movies","After Learning He Was Adopted From A Muslim Couple, A Hindu Man Seeks His Birth Father But Finds He Must Confront His Bigotry To Realize His Quest."
S2273,Movie,Drishyam,Nishikant Kamat,"Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor, Ishita Dutta, Mrunal Jadhav, Prasanna Ketkar, Yogesh Sonam, Prathamesh Parab, Rishabh Chaddha",India,"July 5, 2020",2015,Tv-14,162 Min,"Dramas, International Movies, Thrillers",An Unexceptional Man Becomes A Murder Suspect When The Son Of A High-Ranking Police Official Who Harassed His Daughter Goes Missing.
S2274,Movie,Gabbar Is Back,Krish,"Akshay Kumar, Shruti Haasan, Sunil Grover, Kareena Kapoor, Ishita Vyas, Suman Talwar, Jaideep Ahlawat, Shruti Bapna",India,"July 5, 2020",2015,Tv-14,128 Min,"Action & Adventure, Dramas, International Movies","After A Vengeful College Professor Targets Corruption In The Government, He Adopts The Name ""Gabbar"" And Becomes A Hero To A Weary Public."
S2275,Movie,Gollu Aur Pappu,Kabir Sadanand,"Vir Das, Sandeepa Dhar, Dimple Kapadia, Kunaal Roy Kapur, Deepak Tijori",India,"July 5, 2020",2014,Tv-14,112 Min,"Action & Adventure, Comedies, International Movies","Hapless Brothers Gollu And Pappu Stumble Into A Terrorist Plot And End Up Being Ordered To Detonate A Bomb, A Task They Are Destined To Bungle."
S2276,Tv Show,Hook,Rachit Kusonkoonsiri,"Peemapol Panichtamrong, Phiravich Attachitsataporn, Thime Pichitsurakit, Jidapa Siribunchawan, Yanin Opassathaworn, Jaturong Kolimart, Pete Thongchua, Ratchanont Sukpragawp, Kanyaphak Pongsak, Kittikun Tansuhas, Tanawat Cheawaram, Toru Takizawa, Noraworn Puangumpai",Thailand,"July 5, 2020",2020,Tv-Ma,1 Season,"International Tv Shows, Romantic Tv Shows, Tv Comedies","Despite Their Fathers' Rivalry, Two University Students Form A Friendship At A Boxing Gym As They Tackle Family Drama, Romance And Personal Crises."
S2277,Movie,Inkaar,Sudhir Mishra,"Arjun Rampal, Chitrangada Singh, Deepti Naval, Kanwaljeet Singh, Rehana Sultan, Vipin Sharma, Kaizaad Kotwal, Sujata Sehgal, Shivani Tanksale, Asheesh Kapur",India,"July 5, 2020",2013,Tv-Ma,125 Min,"Dramas, International Movies, Romantic Movies","An Ad Agency Ceo Is Put Under Investigation When His Ambitious Protégée – And Lover – Accuses Him Of Sexual Harassment, Vying For His Top Position."
S2278,Movie,Madras Café,Shoojit Sircar,"John Abraham, Nargis Fakhri, Rashi Khanna, Avijit Dutt, Prakash Belawadi, Ajay Ratnam, Siddartha Basu, Agnello Dias, Dibang",India,"July 5, 2020",2013,Tv-14,128 Min,"Dramas, International Movies, Thrillers",An Indian Intelligence Agent Journeys To A War-Torn Coastal Island To Break A Resolute Rebel Group And Meets A Passionate Journalist.
S2279,Movie,Mary Kom,Omung Kumar,"Priyanka Chopra, Darshan Kumar, Sunil Thapa, Kenny Basumatary, Shishir Sharma, Robin Das, Rajni Basumatary, Lin Laishram, Shakti Singh",India,"July 5, 2020",2014,Tv-Pg,120 Min,"Dramas, International Movies, Sports Movies",The Daughter Of A Poor Rice Farmer Overcomes The Objections Of Her Father And The Demands Of A Male-Dominated Society To Pursue A Career In Boxing.
S2280,Movie,Michael,Ribhu Dasgupta,"Naseeruddin Shah, Mahie Gill, Sabyasachi Chakraborty, Rudranil Ghosh, Iravati Harshe, Churni Ganguly, June Maliah, Purav Bhandare, Shridhar Watsar",India,"July 5, 2020",2011,Tv-Ma,86 Min,"Dramas, Independent Movies, International Movies","After A Dedicated Cop Accidentally Kills A 12-Year-Old Boy, He's Fired, Harassed And Forced To Take Menial Work As He Tries To Keep His Life Together."
S2281,Movie,Mumbai Delhi Mumbai,Satish Rajwade,"Shiv Pandit, Piaa Bajpai",India,"July 5, 2020",2014,Tv-Ma,107 Min,"Comedies, International Movies, Romantic Movies","In Delhi For The First Time, A Mumbai Girl Loses Her Phone But Gets A Surprise Chance At True Love With A Local Boy Who Begrudgingly Helps Her."
S2282,Movie,Oh My God,Umesh Shukla,"Akshay Kumar, Paresh Rawal, Mithun Chakraborty, Om Puri, Apoorva Arora, Arun Bali, Honey Chaaya, Poonam Jhawer, Mahesh Manjrekar, Govind Namdeo",India,"July 5, 2020",2012,Tv-Pg,129 Min,"Comedies, Dramas, International Movies",Mumbai Shopkeeper Kanji Bhai Files A Lawsuit Against God When An Earthquake Destroys His Store And His Insurance Policy Won't Cover The Damage.
S2283,Movie,One By Two,Devika Bhagat,"Abhay Deol, Preeti Desai, Lillete Dubey, Rati Agnihotri, Jayant Kripalani, Darshan Jariwala, Anish Trivedi, Geetika Tyagi, Preetika Chawla, Tahir Raj Bhasin",India,"July 5, 2020",2014,Tv-14,135 Min,"Comedies, Dramas, International Movies",The Lives Of A Mumbai Man And Woman Who Are Both Dealing With Issues Intersect Through A Tv Dance Show That She Wants To Win But He Wants To Sabotage.
S2284,Movie,Only,Takashi Doscher,"Freida Pinto, Leslie Odom Jr., Chandler Riggs, Jayson Warner Smith, Joshua Mikel, Mark Ashworth, Tia Hendricks, Richard Hempton, Noor Naghmi, Maggie Parto",United States,"July 5, 2020",2019,Tv-Ma,97 Min,"Dramas, Independent Movies, Romantic Movies",A Couple Must Endure A Self-Imposed Quarantine And Elude Authorities After A Mysterious Virus Proves Lethal To The World’s Female Population.
S2285,Movie,Penalty,Shubham Singh,"Lukram Smil, Manjot Singh, Shashank Arora, Kay Kay Menon, Aakash Dabhade, Srishti Jain, Bijou Thaangjam, Mohit Nain, Ashwin Kaushal",India,"July 5, 2020",2019,Tv-14,125 Min,"Dramas, Independent Movies, International Movies","At A Lucknow College, An Aspiring Football Player’s Dream Of Playing Nationally Is Threatened When He Faces Discrimination For His Manipuri Background."
